ResponseId,Duration (in seconds),Q_prog_rate,Q_prog_exp,hint_type,stimulus_presentation,part_lbl,task,prog_num,desc_time,algo_time,hint_time,quantques1_time,quant2_time,quant3_time,quant4_time,quant_ques_af_exp_time,quant_ques_af_exp_time_avg,score_quant1,score_quant2,score_quant3,score_quant4,quant234_avg_score
R_1noaaid2WVm7LKp,271.0,3.0,2.0,Detailed Fix,Python,Confused,Fibonacci,4,0.031666666,0.07068334,0.1301,0.16759999,0.0574,0.29893336,0.114533335,0.47086668,0.15695556,0.0,1.0,0.0,1.0,0.6666666666666666
R_1o5zwJ7HTlDXIrA,2155.0,2.0,0.8,Conceptual,Python,Clear,"['Fibonacci', 'Sum Positives']",4,0.4060333499999999,2.29274165,0.5320583249999999,0.532316665,0.273858335,0.23938334,0.205816665,0.71905835,0.23968611,1.0,0.0,0.5,0.0,0.1666666666666666
R_1pDuyhOjRsvMCf7,316.0,1.0,0.89,No Hint,Python,Confused,Sum Positives,3,0.5916833,0.46373332,0.0,0.33285,0.27398333,0.1798,0.07026667,0.52405,0.17468333,0.0,1.0,1.0,1.0,1.0
R_1pJZC9jF6KnhhJr,1072.0,1.0,0.0,Test Cases,Text,Confused,Average Rainfall,2,1.0202,1.0174166,1.0022333,0.63005,0.5242,0.9333833,1.26775,2.7253335,0.90844446,0.0,1.0,1.0,1.0,1.0
R_1pJrrqLcTwTsO6Y,621.0,5.0,5.0,Conceptual,Python,Confused,Sum Positives,5,0.29423332,1.2078,0.42285,0.29991668,0.49501666,0.2221,0.20495,0.9220667,0.30735555,0.0,1.0,1.0,1.0,1.0
R_1piIhQWnLEXCTst,136.0,5.0,2.18,Detailed Fix,Python,Confused,Average Rainfall,2,0.0463,0.074200004,0.07451667,0.09068333,0.036099996,0.0832,0.041100003,0.16039999,0.053466666,0.0,1.0,0.0,1.0,0.6666666666666666
R_1prLzrO38aofRxG,1322.0,1.0,0.0,Detailed Fix,Text,Clear,Count Pos Neg,2,0.46285,2.0002167,0.83068335,0.35183334,0.13045,0.22648333,0.47616667,0.8331,0.2777,1.0,0.0,1.0,1.0,0.6666666666666666
R_1q5rXReuYxvw1YB,2124.0,1.0,0.46,Conceptual,Text,Clear,"['Count Pos Neg', 'Sum Positives']",3,5.7745913,2.0018833000000003,1.001975,0.666758365,0.331675,1.22130833,0.5871167,2.1401,0.71336667,1.0,0.5,1.0,1.0,0.8333333333333333
R_1qq99aogejvyvm0,410.0,4.0,2.0,Detailed Fix,Python,Confused,"['Palindrome', 'Sum Positives']",3,0.0665750015,0.56034999,0.467491675,0.61413332,0.1670416599999999,0.591799985,0.0911583325,0.84999999,0.283333335,0.0,0.0,0.5,0.0,0.1666666666666666
R_1r02w2WvfPxBzBz,1072.0,1.0,0.0,No Hint,Text,Clear,"['Count Pos Neg', 'Palindrome']",4,1.66231675,2.9719751,0.0,0.330524995,0.22694167,1.2891167,1.31528335,2.8313417000000003,0.94378052,1.0,0.0,1.0,0.0,0.3333333333333333
R_1rkL8Pot7YJqcI6,848.0,1.0,0.0,Test Cases,Text,Confused,Average Rainfall,5,0.3192,2.0002167,1.0002667,0.75783336,1.5942667,0.45961666,1.1707834,3.2246666,1.0748888,0.0,0.0,0.0,0.0,0.0
R_1sobAlGKVZK7MUM,843.0,1.0,0.0,Conceptual,Python,Clear,"['Count Pos Neg', 'Palindrome']",3,1.015708355,2.0006082999999997,0.58395836,0.151425005,0.2037916699999999,0.37009166,0.469216685,1.0431,0.3477,1.0,0.5,1.0,1.0,0.8333333333333333
R_1suJjGTza9WPOOS,882.0,1.0,0.0,Conceptual,Text,Confused,"['Count Pos Neg', 'Average Rainfall']",1,0.551125,2.0014415999999997,1.0100666500000002,0.82337504,0.468016655,0.7991916000000001,0.61415002,1.8813583,0.627119455,0.0,0.0,0.5,0.5,0.3333333333333333
R_1uWL4ukZRjaqE5R,639.0,5.0,2.63,Test Cases,Text,Clear,"['Fibonacci', 'Sum Positives']",1,0.4550666799999999,0.94339166,0.525875,0.157491665,0.134599995,0.438533352,0.690675025,1.263808365,0.421269425,1.0,0.5,0.5,0.5,0.5
R_1w4gYKWYiGCbd4d,848.0,3.0,1.8,No Hint,Text,Confused,"['Palindrome', 'Count Pos Neg']",3,0.3474333149999999,2.99854995,0.0,0.61531665,0.3205,1.02539167,0.8804750499999999,2.2263666,0.742122225,0.0,0.0,0.5,0.0,0.1666666666666666
R_1wH9HSt4cnHICjS,836.0,1.0,0.83,No Hint,Python,Clear,Count Pos Neg,5,0.74618334,1.87985,0.0,0.32231668,0.92473334,0.25768334,0.11535,1.2977666,0.4325889,1.0,0.0,1.0,0.0,0.3333333333333333
R_1wORYRhOdQPKiE9,970.0,6.0,5.0,No Hint,Text,Clear,"['Sum Positives', 'Fibonacci']",3,1.72220822,3.00032495,0.0,0.38024999,0.166999995,1.0098832999999998,1.14705001,2.3239334,0.774644435,1.0,0.5,1.0,0.5,0.6666666666666666
R_1wdpFuSZug4gv17,912.0,1.0,0.25,No Hint,Text,Confused,Average Rainfall,3,1.1276333,2.2907,0.0,1.2730334,0.35834998,2.2012498,1.2195834,3.7791834,1.2597277,0.0,0.0,0.0,0.0,0.0
R_1wiPPPWUGRWFl0i,940.0,1.0,0.35,Detailed Fix,Text,Clear,"['Count Pos Neg', 'Palindrome']",4,1.2969,2.001125,0.80339165,0.225,0.30777499,0.94116665,0.59314168,1.84208335,0.61402775,1.0,1.0,0.5,0.5,0.6666666666666666
R_1xIXQjj6FXIUMjX,839.0,7.0,5.0,No Hint,Text,Clear,Sum Positives,4,0.6143167,1.2585334,0.0,0.19873333,0.4486,1.4702,1.1297166,3.0485165,1.0161722,1.0,1.0,0.0,1.0,0.6666666666666666
R_1xzQXxh9PGCbgnn,1878.0,1.0,0.0,Test Cases,Text,Clear,"['Count Pos Neg', 'Average Rainfall']",2,0.938374995,2.0007165999999996,1.002325,1.1335416,2.67396665,1.2384667,1.322591735,5.23502515,1.74500835,1.0,0.5,0.5,0.5,0.5
R_1y2tBz2fPSmGjjb,1179.0,6.0,1.95,No Hint,Text,Confused,"['Average Rainfall', 'Fibonacci']",3,1.04818335,3.0011916000000003,0.0,0.7834417,1.43250005,1.12537507,0.278141683,2.8360166,0.94533885,0.0,0.5,0.5,0.5,0.5
R_1yrP05cagQgh2Hn,357.0,1.0,0.0,Test Cases,Text,Clear,"['Palindrome', 'Count Pos Neg']",3,0.24119168,0.4062583,0.27628334,0.56030835,0.17515833,0.29880832,0.099558335,0.5735250199999999,0.191174995,1.0,0.0,0.5,0.5,0.3333333333333333
R_20DdXv8d0mAIReG,1287.0,1.0,0.0,No Hint,Python,Clear,Count Pos Neg,3,0.6413,1.5596,0.0,0.41665,0.38360003,1.1619667,0.32851666,1.8740833,0.62469447,1.0,0.0,1.0,0.0,0.3333333333333333
R_20UmC7RFwTs1qXW,1005.0,2.0,0.5,Test Cases,Text,Clear,"['Palindrome', 'Count Pos Neg']",2,0.511525,1.0198167,0.466774985,0.307224985,1.20863335,2.0499417,0.93860828,4.1971833499999995,1.3990611,1.0,0.0,1.0,0.5,0.5
R_20aqkUfkuF2foWd,1359.0,1.0,0.0,Test Cases,Text,Confused,"['Count Pos Neg', 'Fibonacci']",5,0.123408331,2.0018,1.0018667,0.15345833,0.108833335,1.04345,0.372316667,1.524599865,0.5082000074999999,0.0,0.0,0.0,0.5,0.1666666666666666
R_20pNdfDYULJyk4j,566.0,2.0,5.0,Test Cases,Text,Clear,"['Count Pos Neg', 'Average Rainfall']",5,0.63266665,1.073374975,0.4017250049999999,0.27148333,0.55469165,0.24784166,0.309608325,1.11214165,0.370713885,1.0,1.0,1.0,1.0,1.0
R_20vi38PLJsi4Jnx,905.0,1.0,0.01,Conceptual,Python,Clear,"['Average Rainfall', 'Palindrome']",3,0.788758385,2.0011,1.00104165,0.56373334,0.38611669,0.515325,0.457841685,1.35928335,0.45309443,1.0,0.5,0.5,0.5,0.5
R_217odXSX1ThoOb5,1476.0,6.0,4.6,No Hint,Python,Confused,Sum Positives,4,5.3573503,3.0004666,0.0,1.3215667,2.7667167,0.41446668,0.06908333,3.2502668,1.0834222,0.0,0.0,1.0,0.0,0.3333333333333333
R_21YsDmd1kiRABLU,1308.0,1.0,0.5,Conceptual,Python,Confused,Average Rainfall,5,1.3280333,0.04413333,0.43206665,0.0427,0.11415,0.16856667,0.11185,0.39456666,0.13152222,0.0,0.0,1.0,1.0,0.6666666666666666
R_21alzCddBGQwtX3,2445.0,5.0,1.0,Detailed Fix,Text,Clear,"['Fibonacci', 'Sum Positives']",1,0.66899168,2.0163833,1.01159165,0.8787167,6.0248997,2.75387495,0.910324975,9.6891,3.2297,1.0,0.0,0.0,0.0,0.0
R_21dxYIQqYYmBF3l,1263.0,1.0,0.0,Test Cases,Python,Clear,"['Count Pos Neg', 'Average Rainfall']",5,1.5540583,2.00074995,1.0009,0.47654998,0.7053083499999999,1.032975035,0.68654164,2.42482505,0.808275,1.0,0.5,0.5,0.5,0.5
R_21kCTmLCEzr98hX,855.0,1.0,0.01,Test Cases,Python,Clear,Count Pos Neg,2,0.5661333,1.4259666,0.5244333,0.19316667,0.15653333,1.0337666,0.31436667,1.5046667,0.50155556,1.0,0.0,0.0,0.0,0.0
R_223DbpdyOpr4Fo9,923.0,1.0,0.0,Test Cases,Text,Confused,Count Pos Neg,3,0.8484166,2.0024,0.63503337,0.42593333,0.18506667,1.0715001,0.795,2.0515666,0.6838556,0.0,0.0,1.0,0.0,0.3333333333333333
R_22cohETifhSPUEH,1097.0,3.0,3.0,No Hint,Text,Clear,"['Count Pos Neg', 'Average Rainfall']",1,0.90220835,3.00207495,0.0,0.57044998,1.3545,0.5750083,1.9225833,3.8520917,1.2840306,1.0,1.0,0.5,1.0,0.8333333333333333
R_22csSnYjOaBBmOB,998.0,1.0,0.05,No Hint,Text,Clear,"['Palindrome', 'Count Pos Neg']",4,0.7497332999999999,2.25373335,0.0,0.456991655,0.4782833399999999,2.2844916,1.00325835,3.76603335,1.25534445,1.0,0.5,0.0,0.5,0.3333333333333333
R_22xMsgDconSPmCd,908.0,1.0,0.0,Conceptual,Text,Clear,Fibonacci,4,0.34318334,2.0316167,1.0332,0.33995,0.39973333,0.16835,0.36735,0.9354333,0.3118111,1.0,1.0,0.0,1.0,0.6666666666666666
R_23aapj2WwSqd5RY,1430.0,2.0,0.0,Conceptual,Python,Clear,"['Average Rainfall', 'Count Pos Neg']",1,2.1458415,2.001075,1.00035,0.49300836,1.76430835,0.316308345,1.13450002,3.2151166499999997,1.07170555,1.0,0.5,1.0,1.0,0.8333333333333333
R_24f2320EwdD4QdX,417.0,8.0,1.95,Conceptual,Python,Confused,Fibonacci,4,0.045816667,0.79003334,0.09993333,0.21731666,0.095583335,0.053833332,0.09053334,0.23995,0.07998333,0.0,1.0,1.0,0.0,0.6666666666666666
R_24iqN47sEBns76D,479.0,1.0,5.0,Test Cases,Text,Clear,"['Sum Positives', 'Count Pos Neg']",2,0.36766668,0.70993335,0.338141665,0.369000005,0.174975,0.518766655,0.660916685,1.3546583,0.4515527649999999,1.0,1.0,0.5,0.5,0.6666666666666666
R_25GBd2ZDXVeaXsp,269.0,1.0,0.0,Test Cases,Text,Clear,Palindrome,3,0.14993334,0.52285,0.30483335,0.109850004,0.3601,0.29188335,0.26061666,0.9126,0.30420002,1.0,1.0,1.0,1.0,1.0
R_25Ib9GHHML3GZoZ,963.0,8.0,5.0,Conceptual,Text,Confused,Average Rainfall,3,0.21561667,0.49835,0.30478334,0.27965,0.5299,0.63056666,0.8530167,2.0134833,0.67116106,0.0,0.0,0.0,0.0,0.0
R_25NKPwhm152Vl28,867.0,1.0,0.5,Conceptual,Python,Clear,Fibonacci,2,0.72326666,2.0003,1.0002333,0.9747167,1.5928999,0.33451664,0.23651667,2.1639333,0.72131115,1.0,1.0,1.0,1.0,1.0
R_26a6IvgFa1MLns2,876.0,1.0,0.44,Conceptual,Text,Clear,Palindrome,1,0.56238335,1.2148334,0.214,0.4323,0.26213333,0.91443336,0.43559998,1.6121668,0.53738886,1.0,1.0,1.0,1.0,1.0
R_27PKrsIJ4YF93BT,548.0,10.0,5.0,Test Cases,Text,Clear,Palindrome,3,0.20366667,0.9853667,0.84001666,0.19303332,0.15681668,0.4814,0.101833336,0.74005,0.24668333,1.0,1.0,1.0,1.0,1.0
R_28SN2xUYP1LMv8H,553.0,1.0,0.0,No Hint,Text,Confused,Average Rainfall,3,0.24415,0.48626667,0.0,0.8899833,0.47814998,1.0964667,1.1428167,2.7174335,0.90581113,0.0,0.0,0.0,0.0,0.0
R_296zJXefWHgKU9L,3461.0,1.0,0.0,Detailed Fix,Python,Clear,Fibonacci,1,0.60096663,2.0008168,1.0232167,0.6525833,0.36698332,1.2242666,0.33706668,1.9283166,0.64277226,1.0,0.0,1.0,0.0,0.3333333333333333
R_2AT0ePzJwWpC8dZ,679.0,1.0,0.0,Test Cases,Python,Clear,"['Palindrome', 'Sum Positives']",5,0.33920833,2.0011666,0.921,0.208941665,0.23533333,0.317675,0.60689167,1.1599,0.38663334,1.0,0.5,1.0,0.5,0.6666666666666666
R_2BNVQ7Qv2MfWqFb,469.0,1.0,0.0,Conceptual,Text,Confused,Count Pos Neg,2,0.37883332,0.6638,0.17838334,0.39804998,0.11348333,0.27505,0.54618335,0.93471664,0.31157222,0.0,0.0,0.0,0.0,0.0
R_2Bafd6C66eg3KRC,783.0,1.0,0.2,Detailed Fix,Text,Clear,"['Fibonacci', 'Count Pos Neg']",5,0.756275035,2.00024995,0.61319167,0.365741675,0.70133333,0.338475005,0.30338334,1.34319175,0.44773054,1.0,1.0,1.0,1.0,1.0
R_2BmJJdJLwbZz7lg,424.0,3.0,1.46,Detailed Fix,Python,Clear,"['Sum Positives', 'Average Rainfall']",3,0.44467502,1.09479165,0.20291667,0.210525,0.261766665,0.1227666675,0.20955834,0.594091665,0.19803056,1.0,1.0,1.0,1.0,1.0
R_2CZF9M3f3W9791L,687.0,1.0,0.0,Test Cases,Python,Confused,Average Rainfall,4,0.16149999,2.0304332,1.0030667,0.54871666,0.24961667,0.122716665,0.15798333,0.53031665,0.17677222,0.0,0.0,1.0,0.0,0.3333333333333333
R_2CdncLEvMv2wzf3,995.0,1.0,0.0,Detailed Fix,Text,Clear,"['Sum Positives', 'Count Pos Neg']",2,0.805041685,2.00114175,0.635333335,0.17185,0.6089666650000001,1.38081665,1.254266585,3.24405,1.08135,1.0,0.5,0.5,1.0,0.6666666666666666
R_2CeYGpLq1W2aM72,1818.0,1.0,0.22,Conceptual,Text,Clear,"['Fibonacci', 'Palindrome']",4,1.4569417,2.0018583000000003,0.758283365,0.67149998,0.57495,3.5870332,2.0535083,6.215491800000001,2.0718307,1.0,0.5,0.0,1.0,0.5
R_2DHkxzLnaB7XR84,1165.0,1.0,0.0,Conceptual,Python,Confused,Palindrome,5,0.6990833,2.0018,1.0001833,0.75313336,0.23253332,0.40215,0.40203333,1.0367167,0.3455722,0.0,0.0,0.0,0.0,0.0
R_2DSd72XBQscdmNF,1269.0,4.0,2.01,Conceptual,Python,Clear,"['Count Pos Neg', 'Fibonacci']",2,0.30818332,0.34921666,0.50485,0.73651667,5.253625165,0.57730836,0.275066665,6.105999799999999,2.03533338,1.0,0.5,0.5,0.0,0.3333333333333333
R_2DTa0Ri7UiZ1b0E,3328.0,1.0,0.0,Detailed Fix,Text,Clear,"['Count Pos Neg', 'Sum Positives']",3,1.13823332,1.4698416,1.01622495,0.993158385,7.7844752,2.4948834,5.851725500000001,16.1310834,5.377028149999999,1.0,0.5,0.5,0.0,0.3333333333333333
R_2DdXepNOXL1QJTH,3045.0,4.0,2.18,Conceptual,Text,Confused,"['Sum Positives', 'Fibonacci']",2,3.3777248335,2.83040845,0.782466625,0.209958333,1.59159995,0.3313416835,2.250283335,4.17322505,1.39107495,0.0,0.5,0.5,0.5,0.5
R_2DoizDdlzpXznJg,1268.0,1.0,0.0,No Hint,Python,Confused,"['Sum Positives', 'Fibonacci']",2,1.72108337,1.99565005,0.0,0.146308325,0.17395833,0.113675005,0.3935083399999999,0.68114169,0.22704723,0.0,0.5,0.0,0.0,0.1666666666666666
R_2DorRAXJJExJZ0O,981.0,2.0,0.44,Detailed Fix,Text,Clear,"['Sum Positives', 'Average Rainfall']",4,0.41464166,1.79099165,0.23285,0.8781083350000001,0.8881500200000001,1.929758365,0.40155001,3.21945825,1.07315283,1.0,0.0,0.0,0.5,0.1666666666666666
R_2EY5FbmsBL53uTv,784.0,1.0,0.24,Conceptual,Python,Clear,Sum Positives,4,0.41485003,2.0008168,0.8242667,0.12336667,0.85690004,0.43098333,0.48975,1.7776333,0.59254444,1.0,0.0,1.0,1.0,0.6666666666666666
R_2EddTMC0jvOjsFY,756.0,1.0,0.0,Conceptual,Text,Clear,Fibonacci,3,0.74401665,2.0019,1.0002834,0.5292,0.23258333,0.35279998,0.26271665,0.8481,0.2827,1.0,0.0,0.0,0.0,0.0
R_2EtNUmI9hNrGwel,162.0,6.0,0.0,Conceptual,Python,Clear,['Sum Positives'],3,0.016666668,0.051266667,0.4067833,0.29501668,0.03915,0.17195001,0.06415,0.27525,0.09175,1.0,0.0,0.0,0.0,0.0
R_2F552hh1ZP8ST3H,892.0,1.0,0.0,Test Cases,Text,Confused,Average Rainfall,5,1.05155,0.7140667,0.42828333,0.35118333,0.15648334,0.7547167,0.7563833,1.6675833,0.5558611,0.0,0.0,0.0,1.0,0.3333333333333333
R_2FJ5V8TluFiUDfo,1383.0,1.0,0.0,Detailed Fix,Text,Confused,Count Pos Neg,2,0.7827833,0.065866664,0.060833335,0.65138334,0.18181667,0.101733334,0.10943333,0.39298335,0.13099445,0.0,0.0,0.0,1.0,0.3333333333333333
R_2FQlzcuEVW6BGn3,342.0,1.0,5.0,Detailed Fix,Text,Clear,"['Sum Positives', 'Palindrome']",5,0.187225,0.2686,0.27524167,0.332116665,0.152916672,0.495108335,0.245091665,0.89311667,0.29770556,1.0,0.0,0.0,0.5,0.1666666666666666
R_2FXyB4aSimXbatX,843.0,1.0,0.0,Conceptual,Text,Clear,Fibonacci,1,0.70093334,2.0020335,0.44476667,0.25776666,0.7528667,1.5524833,0.6497833,2.9551332,0.9850444,1.0,1.0,1.0,1.0,1.0
R_2FfkZEIaGrzBwwp,739.0,1.0,5.0,No Hint,Text,Confused,"['Fibonacci', 'Average Rainfall']",2,0.597641675,1.06735005,0.0,1.28828335,0.7077916550000001,0.408325005,0.52444169,1.64055835,0.546852775,0.0,0.5,0.5,1.0,0.6666666666666666
R_2Fl9oLCNxIA3QWV,580.0,1.0,0.0,Test Cases,Python,Confused,Sum Positives,5,0.24173333,0.49166667,0.28843334,0.2731,0.12176667,0.4723,0.1886,0.7826666,0.2608889,0.0,0.0,1.0,1.0,0.6666666666666666
R_2FtuJQao9ixolmy,890.0,1.0,5.0,Conceptual,Python,Clear,"['Average Rainfall', 'Palindrome']",2,0.43560834,1.8439916,0.64539998,0.58285832,0.28200832,1.62791665,0.728658325,2.6385833,0.8795278,1.0,0.0,0.5,1.0,0.5
R_2G2jF58rRlRCrar,1237.0,1.0,0.0,Detailed Fix,Python,Confused,Average Rainfall,3,1.0683666,2.0019333,1.0002,0.7866833,0.25945002,0.9145667,0.26501667,1.4390334,0.47967777,0.0,1.0,0.0,1.0,0.6666666666666666
R_2GPLT8H7XLqsKAM,1972.0,1.0,0.0,No Hint,Text,Clear,"['Palindrome', 'Fibonacci']",5,0.153899997,1.73326667,0.0,0.84431665,7.9947915,0.139833331,0.0747083335,8.20933375,2.73644445,1.0,0.0,0.0,0.5,0.1666666666666666
R_2GWOqOEgkqyprZT,767.0,1.0,0.0,Detailed Fix,Text,Clear,"['Palindrome', 'Sum Positives']",5,0.40490002,0.94215833,0.52831667,0.348641665,0.8694417,0.75064167,0.923350005,2.5434333999999996,0.8478111,1.0,0.5,1.0,0.5,0.6666666666666666
R_2GiXxgslm3hlZiF,1858.0,1.0,0.64,Conceptual,Python,Confused,Average Rainfall,2,0.42565,1.6786333,1.00225,0.36311668,0.17055,0.12218333,0.2925,0.58523333,0.19507779,0.0,1.0,0.0,0.0,0.3333333333333333
R_2GxenJnxBLawhHm,1122.0,1.0,0.0,Detailed Fix,Python,Clear,"['Fibonacci', 'Palindrome']",2,0.72428337,2.0005084,1.0004167000000002,0.72591663,0.91098337,0.693191745,0.6757,2.279875015,0.75995835,1.0,1.0,1.0,0.5,0.8333333333333333
R_2HZiSMlzGXdUUNj,909.0,3.0,5.0,Test Cases,Python,Clear,"['Sum Positives', 'Fibonacci']",3,0.8935583,1.91013335,0.675808325,1.3060000349999998,0.33635834,0.260733345,0.18750833,0.78460003,0.26153333,1.0,1.0,1.0,1.0,1.0
R_2ImvXnXnEt9UFUS,1246.0,1.0,0.0,No Hint,Python,Confused,Fibonacci,5,0.36033335,3.0005333,0.0,0.58283335,1.16415,1.90925,2.32145,5.3948503,1.7982833,0.0,0.0,0.0,0.0,0.0
R_2InK4cnFXqGfWUE,732.0,1.0,0.0,Detailed Fix,Text,Clear,"['Fibonacci', 'Average Rainfall']",1,0.629216685,2.0002417,0.76144167,0.25344166,0.252275005,1.01377495,0.3799333299999999,1.6459833,0.5486611100000001,1.0,0.0,0.5,0.5,0.3333333333333333
R_2JBqAPF6zCVskuZ,1114.0,1.0,5.0,Conceptual,Text,Clear,"['Count Pos Neg', 'Fibonacci']",4,0.924208325,2.0111750500000003,1.0124833,0.89020835,0.244300005,1.10051665,1.48137503,2.82619165,0.94206385,1.0,0.0,0.0,0.5,0.1666666666666666
R_2JJifmvYVnBpguO,552.0,1.0,5.0,Detailed Fix,Text,Clear,"['Count Pos Neg', 'Sum Positives']",1,0.362816667,0.412399985,0.26533333,0.17655001,0.23548333,0.26788334,0.116541665,0.61990834,0.2066361,1.0,0.0,0.0,0.5,0.1666666666666666
R_2KPYcvpjfRXcglL,866.0,1.0,0.0,Detailed Fix,Python,Clear,"['Average Rainfall', 'Count Pos Neg']",4,0.87858335,2.00059175,1.0005417,0.365625005,0.52041665,0.184549995,0.1973333325,0.90230002,0.30076667,1.0,1.0,1.0,1.0,1.0
R_2KdVUAYQtpAacWg,220.0,9.0,4.03,Conceptual,Python,Clear,['Sum Positives'],2,0.14971666,0.0955,0.032616667,0.4127,0.0925,0.16268332,0.095,0.35018334,0.116727784,1.0,0.0,0.0,0.0,0.0
R_2KllOeS30WF3XkX,1013.0,4.0,5.0,Conceptual,Python,Clear,"['Count Pos Neg', 'Average Rainfall']",2,0.722875,1.482783365,0.79204995,0.545449965,0.4477583499999999,1.19924167,0.81725,2.4642501,0.821416685,1.0,0.0,1.0,1.0,0.6666666666666666
R_2LCMvJwQy9xOFHI,387.0,1.0,0.0,Test Cases,Text,Clear,Fibonacci,2,0.032283332,0.08685,0.063,0.2916333,0.117400005,0.1317,0.081483334,0.3305833,0.110194445,1.0,0.0,0.0,1.0,0.3333333333333333
R_2LcjYm2oQwAiEaJ,854.0,5.0,2.0,Conceptual,Text,Clear,Palindrome,5,0.5257,0.72015,0.6807,0.56808335,0.25795,0.4181,0.23235,0.9084,0.3028,1.0,0.0,1.0,0.0,0.3333333333333333
R_2M07BGCb3PyKxl1,611.0,1.0,0.0,No Hint,Text,Clear,"['Count Pos Neg', 'Sum Positives']",1,0.4655749799999999,0.958849985,0.0,0.49761665,0.4474249999999999,0.66811666,0.88847499,2.0040168,0.66800555,1.0,0.0,0.0,1.0,0.3333333333333333
R_2M5RZtN8Jw7BuFk,1853.0,1.0,0.0,Test Cases,Text,Confused,Average Rainfall,5,0.21526667,2.0324833,2.4240835,1.7829,0.9964834,2.0521333,2.3661833,5.4148,1.8049333,0.0,1.0,0.0,1.0,0.6666666666666666
R_2MLsiEuzJmTt9Q8,1296.0,1.0,3.56,Conceptual,Text,Clear,"['Average Rainfall', 'Count Pos Neg']",5,1.22471665,1.16284998,0.3687,0.427283365,0.714974965,3.6617085,1.00997497,5.3866584500000005,1.79555275,1.0,0.0,0.5,0.5,0.3333333333333333
R_2MlgFynbTn9dl7g,2144.0,1.0,0.0,No Hint,Text,Clear,"['Average Rainfall', 'Fibonacci']",4,1.67291665,2.60344995,0.0,1.5424,0.522533315,3.8541833,3.78443338,8.16115,2.7203833,1.0,0.5,0.5,0.5,0.5
R_2NL7hh1iTWtrJ1n,1015.0,1.0,0.0,Test Cases,Python,Clear,"['Average Rainfall', 'Fibonacci']",5,1.519016665,1.81000835,1.00108335,0.7801750000000001,0.28766667,0.5949416750000001,0.8165167,1.69912495,0.56637503,1.0,0.5,0.5,1.0,0.6666666666666666
R_2OYDf3B7z3L5iaB,2629.0,1.0,0.0,Detailed Fix,Python,Clear,"['Sum Positives', 'Count Pos Neg']",1,1.07959996,2.0013333500000003,1.00124165,0.193675005,0.205083335,0.398066665,0.546200005,1.14935005,0.38311666,1.0,0.5,1.0,0.5,0.6666666666666666
R_2P6hKLuTA9CpGtG,502.0,2.0,5.0,Conceptual,Text,Clear,"['Palindrome', 'Sum Positives']",3,0.24046667,0.9887833,0.213408345,0.105866667,1.04179165,0.198,0.2877,1.527491675,0.50916389,1.0,1.0,1.0,1.0,1.0
R_2PGEhGBUn3TT4CB,827.0,2.0,0.2,Test Cases,Text,Clear,"['Fibonacci', 'Sum Positives']",3,0.8802166,1.89634995,0.729125,0.37545834,0.2276666749999999,1.147508325,0.39310834,1.76828333,0.58942777,1.0,1.0,0.5,1.0,0.8333333333333333
R_2Pzdk4NCjIufEFT,734.0,1.0,5.0,Conceptual,Python,Clear,"['Sum Positives', 'Count Pos Neg']",5,0.42160834,2.0011417,1.000875,0.137041665,0.188258335,0.39300833,1.07875,1.66001665,0.5533389,1.0,0.0,0.5,0.5,0.3333333333333333
R_2QGj2FKRCJsvhO6,851.0,2.0,0.53,Conceptual,Text,Confused,"['Fibonacci', 'Palindrome']",1,0.7379249800000001,1.61010005,0.5054583500000001,0.45477499,0.537758335,0.98182499,0.577199995,2.0967833,0.69892778,0.0,0.5,0.5,1.0,0.6666666666666666
R_2QQOPvkFjwxEVh0,773.0,1.0,5.0,Detailed Fix,Python,Confused,Sum Positives,5,0.48003334,1.1891,0.2523,0.33381665,0.32388335,0.23893334,0.5737,1.1365167,0.3788389,0.0,0.0,0.0,0.0,0.0
R_2QYUqftJ9tGI10h,396.0,1.0,0.0,Conceptual,Text,Clear,"['Sum Positives', 'Count Pos Neg']",4,0.308599995,1.14163335,0.148916665,0.1833666649999999,0.125341665,0.47584167,0.275700005,0.8768833249999999,0.292294435,1.0,0.5,1.0,1.0,0.8333333333333333
R_2QfIZbc8rT4MFxX,616.0,1.0,0.0,No Hint,Python,Clear,Palindrome,4,0.82926667,2.0349834,0.0,0.17613333,0.23156667,0.45605,2.2084665,2.8960834,0.96536106,1.0,0.0,1.0,1.0,0.6666666666666666
R_2Qz9TCfUb07zGZg,582.0,2.0,1.0,Conceptual,Text,Clear,"['Count Pos Neg', 'Palindrome']",5,0.51235834,2.000225,0.574675,0.17518333,0.225066665,0.206008335,0.417383335,0.848458315,0.28281945,1.0,1.0,1.0,1.0,1.0
R_2R1AUJbxfkXpNtf,413.0,1.0,0.0,Test Cases,Python,Clear,"['Average Rainfall', 'Count Pos Neg']",1,0.441466675,0.288891675,0.3265083199999999,0.445408345,0.24953334,0.6602249849999999,0.251083345,1.1608417000000002,0.38694722,1.0,0.0,1.0,0.5,0.5
R_2R33JQEzJX0D4hH,742.0,9.0,5.0,Test Cases,Text,Confused,"['Average Rainfall', 'Palindrome']",3,0.846225025,1.072925,0.39475831,0.41699167,0.657341675,0.726975,0.382558335,1.76687505,0.5889583199999999,0.0,0.5,0.5,0.0,0.3333333333333333
